qed_mean,qed_med,qed_min,qed_max,qed_std,total_mean,total_med,total_min,total_max,total_std,objective_calls,n_replaced,timestamps,n_failed_obj_computation,n_not_improvers_among_success_obj_computation,n_discarded_tabu,n_discarded_filters,n_discarded_rdfilters,n_discarded_sillywalks,n_discarded_sascore,n_discarded_custom_filter
0.5120048134560719,0.5132620068292039,0.21384922010636914,0.7301939828450146,0.09211033033322699,0.5120048134560719,0.5132620068292039,0.21384922010636914,0.7301939828450146,0.09211033033322699,535,10,25.71122145652771,0,0,269,0,0,0,0,0
0.5111586747882095,0.513173131513563,0.21384922010636914,0.7301939828450146,0.09234802948139925,0.5111586747882095,0.513173131513563,0.21384922010636914,0.7301939828450146,0.09234802948139925,545,10,26.547199010849,0,0,442,0,0,0,0,0
0.5111196701260511,0.5130046047499184,0.21384922010636914,0.7301939828450146,0.09201755978034809,0.5111196701260511,0.5130046047499184,0.21384922010636914,0.7301939828450146,0.09201755978034809,555,10,27.58004403114319,0,0,519,0,0,0,0,0
0.5116028380043955,0.513173131513563,0.21384922010636914,0.7301939828450146,0.09187967983639075,0.5116028380043955,0.513173131513563,0.21384922010636914,0.7301939828450146,0.09187967983639075,565,10,28.72740364074707,0,0,613,0,0,0,0,0
0.5115083725679102,0.513173131513563,0.21384922010636914,0.7301939828450146,0.09149450214508069,0.5115083725679102,0.513173131513563,0.21384922010636914,0.7301939828450146,0.09149450214508069,575,10,29.689489603042603,0,0,520,0,0,0,0,0
0.5115337363458652,0.5132620068292039,0.21384922010636914,0.7301939828450146,0.091324176618105,0.5115337363458652,0.5132620068292039,0.21384922010636914,0.7301939828450146,0.091324176618105,585,10,30.670384407043457,0,0,491,0,0,0,0,0
0.5120400976824327,0.5136889953349315,0.21384922010636914,0.7301939828450146,0.0919644141044297,0.5120400976824327,0.5136889953349315,0.21384922010636914,0.7301939828450146,0.0919644141044297,595,10,31.246126651763916,0,0,286,0,0,0,0,0
0.5126548318174204,0.5150193675777871,0.21384922010636914,0.7301939828450146,0.0918911559461304,0.5126548318174204,0.5150193675777871,0.21384922010636914,0.7301939828450146,0.0918911559461304,605,10,32.236053228378296,0,0,518,0,0,0,0,0
0.5123786499811074,0.5150193675777871,0.21384922010636914,0.7301939828450146,0.09189347063429683,0.5123786499811074,0.5150193675777871,0.21384922010636914,0.7301939828450146,0.09189347063429683,615,10,32.86019325256348,0,0,246,0,0,0,0,0
0.5123662819876315,0.5150193675777871,0.21384922010636914,0.7301939828450146,0.0915363881026423,0.5123662819876315,0.5150193675777871,0.21384922010636914,0.7301939828450146,0.0915363881026423,625,10,33.71524667739868,0,0,251,0,0,0,0,0
0.5127633183414039,0.5151274649410342,0.21384922010636914,0.7301939828450146,0.09198887869456318,0.5127633183414039,0.5151274649410342,0.21384922010636914,0.7301939828450146,0.09198887869456318,635,10,34.6931734085083,0,0,308,0,0,0,0,0
0.5134514743676889,0.5151522526891985,0.21384922010636914,0.7301939828450146,0.09206052081598476,0.5134514743676889,0.5151522526891985,0.21384922010636914,0.7301939828450146,0.09206052081598476,645,10,35.76884460449219,0,0,332,0,0,0,0,0
0.5131370468093961,0.5151485591768517,0.21384922010636914,0.7301939828450146,0.0919539588217032,0.5131370468093961,0.5151485591768517,0.21384922010636914,0.7301939828450146,0.0919539588217032,655,10,37.25056266784668,0,0,458,0,0,0,0,0
0.512323605468426,0.5150193675777871,0.21384922010636914,0.7301939828450146,0.09191828255097256,0.512323605468426,0.5150193675777871,0.21384922010636914,0.7301939828450146,0.09191828255097256,665,10,37.90793442726135,0,0,298,0,0,0,0,0
0.5116243385537999,0.514427803278193,0.21384922010636914,0.7301939828450146,0.09195100362959929,0.5116243385537999,0.514427803278193,0.21384922010636914,0.7301939828450146,0.09195100362959929,675,10,38.51663517951965,0,0,286,0,0,0,0,0
0.5115996279508054,0.514427803278193,0.21384922010636914,0.7301939828450146,0.0924183380380957,0.5115996279508054,0.514427803278193,0.21384922010636914,0.7301939828450146,0.0924183380380957,685,10,39.17212414741516,0,0,332,0,0,0,0,0
0.5117081542137695,0.514427803278193,0.21384922010636914,0.7301939828450146,0.09279171868623638,0.5117081542137695,0.514427803278193,0.21384922010636914,0.7301939828450146,0.09279171868623638,695,10,39.76712775230408,0,0,277,0,0,0,0,0
0.5118468566029284,0.5150193675777871,0.21384922010636914,0.7301939828450146,0.0927225612195645,0.5118468566029284,0.5150193675777871,0.21384922010636914,0.7301939828450146,0.0927225612195645,705,10,40.454330921173096,0,0,319,0,0,0,0,0
0.5118262284747733,0.5151274649410342,0.21384922010636914,0.7301939828450146,0.09307107105855246,0.5118262284747733,0.5151274649410342,0.21384922010636914,0.7301939828450146,0.09307107105855246,715,10,41.226582050323486,0,0,400,0,0,0,0,0
0.5120752953985641,0.5151274649410342,0.21384922010636914,0.7301939828450146,0.09345780958780296,0.5120752953985641,0.5151274649410342,0.21384922010636914,0.7301939828450146,0.09345780958780296,725,10,42.03929424285889,0,0,414,0,0,0,0,0
0.5122359723349976,0.5151448656645048,0.21384922010636914,0.7301939828450146,0.09314998079337355,0.5122359723349976,0.5151448656645048,0.21384922010636914,0.7301939828450146,0.09314998079337355,735,10,42.33505940437317,0,0,128,0,0,0,0,0
0.5134160609029591,0.5158599338397682,0.21384922010636914,0.7301939828450146,0.093294217300656,0.5134160609029591,0.5158599338397682,0.21384922010636914,0.7301939828450146,0.093294217300656,745,10,43.02160310745239,0,0,318,0,0,0,0,0
0.5132788584379582,0.5158599338397682,0.21384922010636914,0.7301939828450146,0.09361850177309952,0.5132788584379582,0.5158599338397682,0.21384922010636914,0.7301939828450146,0.09361850177309952,755,10,43.92004323005676,0,0,467,0,0,0,0,0
0.513563567430498,0.5158599338397682,0.21384922010636914,0.7301939828450146,0.09339086549709842,0.513563567430498,0.5158599338397682,0.21384922010636914,0.7301939828450146,0.09339086549709842,765,10,44.61932325363159,0,0,333,0,0,0,0,0
0.5130114674490321,0.5151522526891985,0.21384922010636914,0.7301939828450146,0.09338564781672894,0.5130114674490321,0.5151522526891985,0.21384922010636914,0.7301939828450146,0.09338564781672894,775,10,45.508065700531006,0,0,439,0,0,0,0,0
0.5130239672223788,0.5151485591768517,0.21384922010636914,0.7301939828450146,0.09336809566119088,0.5130239672223788,0.5151485591768517,0.21384922010636914,0.7301939828450146,0.09336809566119088,785,10,46.538697481155396,0,0,509,0,0,0,0,0
0.5131349559104547,0.5151485591768517,0.21384922010636914,0.7301939828450146,0.09374219430035514,0.5131349559104547,0.5151485591768517,0.21384922010636914,0.7301939828450146,0.09374219430035514,795,10,48.35394525527954,0,0,752,0,0,0,0,0
0.5139886360522583,0.5168431610294922,0.21384922010636914,0.7301939828450146,0.09367142325953155,0.5139886360522583,0.5168431610294922,0.21384922010636914,0.7301939828450146,0.09367142325953155,805,10,49.72098636627197,0,0,455,0,0,0,0,0
0.5139337550125233,0.5168431610294922,0.21384922010636914,0.7301939828450146,0.09395833241610527,0.5139337550125233,0.5168431610294922,0.21384922010636914,0.7301939828450146,0.09395833241610527,815,10,51.09144830703735,0,0,468,0,0,0,0,0
0.5137019516033487,0.5168431610294922,0.21384922010636914,0.7301939828450146,0.09423942935921682,0.5137019516033487,0.5168431610294922,0.21384922010636914,0.7301939828450146,0.09423942935921682,825,10,52.4451265335083,0,0,460,0,0,0,0,0
0.513719942694155,0.5158599338397682,0.21384922010636914,0.7301939828450146,0.09432213394928878,0.513719942694155,0.5158599338397682,0.21384922010636914,0.7301939828450146,0.09432213394928878,835,10,53.306819915771484,0,0,419,0,0,0,0,0
0.5138324544682241,0.5168431610294922,0.21384922010636914,0.7301939828450146,0.09443646627483261,0.5138324544682241,0.5168431610294922,0.21384922010636914,0.7301939828450146,0.09443646627483261,845,10,54.33871030807495,0,0,518,0,0,0,0,0
0.513994097110737,0.5168431610294922,0.21384922010636914,0.7301939828450146,0.09440292711602359,0.513994097110737,0.5168431610294922,0.21384922010636914,0.7301939828450146,0.09440292711602359,855,10,55.449289083480835,0,0,571,0,0,0,0,0
0.5137513988520884,0.5154795365475557,0.21384922010636914,0.7301939828450146,0.09415816982418217,0.5137513988520884,0.5154795365475557,0.21384922010636914,0.7301939828450146,0.09415816982418217,865,10,56.50966811180115,0,0,532,0,0,0,0,0
0.5134625438898252,0.5151485591768517,0.21384922010636914,0.7301939828450146,0.09484769597036852,0.5134625438898252,0.5151485591768517,0.21384922010636914,0.7301939828450146,0.09484769597036852,875,10,57.613465547561646,0,0,553,0,0,0,0,0
0.5134351177444885,0.5151485591768517,0.21384922010636914,0.7301939828450146,0.09502408795231031,0.5134351177444885,0.5151485591768517,0.21384922010636914,0.7301939828450146,0.09502408795231031,885,10,58.954002380371094,0,0,653,0,0,0,0,0
0.5127332839031999,0.5151274649410342,0.21094280730529735,0.7301939828450146,0.09582377278903545,0.5127332839031999,0.5151274649410342,0.21094280730529735,0.7301939828450146,0.09582377278903545,895,10,60.235130071640015,0,0,678,0,0,0,0,0
0.5134039430158632,0.5151485591768517,0.21094280730529735,0.7301939828450146,0.09604269692142517,0.5134039430158632,0.5151485591768517,0.21094280730529735,0.7301939828450146,0.09604269692142517,905,10,61.66668176651001,0,0,726,0,0,0,0,0
0.5130028490709425,0.5151274649410342,0.21094280730529735,0.7301939828450146,0.09595892545932935,0.5130028490709425,0.5151274649410342,0.21094280730529735,0.7301939828450146,0.09595892545932935,915,10,63.435853004455566,0,0,697,0,0,0,0,0
0.5128962379221855,0.5150193675777871,0.21094280730529735,0.7301939828450146,0.09574478996091927,0.5128962379221855,0.5150193675777871,0.21094280730529735,0.7301939828450146,0.09574478996091927,925,10,65.28099870681763,0,0,573,0,0,0,0,0
0.5125569214830996,0.5147207682954875,0.21094280730529735,0.7301939828450146,0.0957306904218669,0.5125569214830996,0.5147207682954875,0.21094280730529735,0.7301939828450146,0.0957306904218669,935,10,67.1502914428711,0,0,659,0,0,0,0,0
0.5126546480595059,0.5148928313709611,0.21094280730529735,0.7301939828450146,0.09598049755788846,0.5126546480595059,0.5148928313709611,0.21094280730529735,0.7301939828450146,0.09598049755788846,945,10,68.17308688163757,0,0,513,0,0,0,0,0
0.5123599357099695,0.5138438050437031,0.21094280730529735,0.7301939828450146,0.09586230868214361,0.5123599357099695,0.5138438050437031,0.21094280730529735,0.7301939828450146,0.09586230868214361,955,10,69.61158037185669,0,0,723,0,0,0,0,0
0.5119389820044685,0.5132620068292039,0.21094280730529735,0.7301939828450146,0.0960007423903664,0.5119389820044685,0.5132620068292039,0.21094280730529735,0.7301939828450146,0.0960007423903664,965,10,70.86249423027039,0,0,638,0,0,0,0,0
0.511877629458108,0.5134763731144827,0.21094280730529735,0.7301939828450146,0.09571668475825011,0.511877629458108,0.5134763731144827,0.21094280730529735,0.7301939828450146,0.09571668475825011,975,10,71.97782468795776,0,0,520,0,0,0,0,0
