smiles,n_success_mut,n_failures_mut,qed,total,obj_computation_time,history_data
CC(=O)Oc1cc(CCO)cc(Cl)c1C(=O)O,0,0,0.6315349260185181,0.6315349260185181,0.002281665802001953,CC(=O)Oc1ccccc1C(=O)O|AddA-56|InsA-213|InsA-214_Sub-106|AddA-78
CC(=O)Oc1c(Br)cccc1C(=O)O,0,0,0.6518605917785084,0.6518605917785084,0.003221750259399414,CC(=O)Oc1ccccc1C(=O)O|AddA-77_ChB-2192|AddA-55|Sub-104_ChB-1489|ChB-916_ChB-272|RmA-13
O=C1C#Sc2ccc(Br)c(c2C(=O)O)O1,2,0,0.6344577230170673,0.6344577230170673,0.0023894309997558594,CC(=O)Oc1ccccc1C(=O)O|AddA-77_ChB-2192|AddA-55
O=C1Cc2ccc(Br)c(c2C(=O)O)O1,0,1,0.6127543483692945,0.6127543483692945,0.002316713333129883,CC(=O)Oc1ccccc1C(=O)O|AddA-77_ChB-2192|AddA-55|CutA-13
CC(=O)Oc1ccccc1C(=O)O,0,1,0.5501217966938848,0.5501217966938848,0.003159046173095703,CC(=O)Oc1ccccc1C(=O)O|AddA-64|Sub-111|RmA-13
CC(=O)Oc1cc(Cl)c(Cl)cc1C(=O)O,1,0,0.6458532947454814,0.6458532947454814,0.002242565155029297,CC(=O)Oc1ccccc1C(=O)O|AddA-48|Sub-110|MoveFG-6923_AddA-62
O=C1C=Cc2ccc(C(=O)O)c(c2Br)O1,1,0,0.625831275729384,0.625831275729384,0.0023794174194335938,CC(=O)Oc1ccccc1C(=O)O|AddA-77_ChB-2192|AddA-55|Sub-104_ChB-1489|ChB-916_ChB-272
CC(=O)Oc1cc(CCO)ccc1C(=O)O,1,0,0.584603910475272,0.584603910475272,0.002299785614013672,CC(=O)Oc1ccccc1C(=O)O|AddA-56|InsA-213|InsA-214_Sub-106
CC(=O)Oc1ccc(Br)cc1C(=O)O,1,0,0.6518605917785083,0.6518605917785083,0.003154277801513672,CC(=O)Oc1ccccc1C(=O)O|AddA-64|Sub-111
CC(=O)Oc1cc(Cl)ccc1C(=O)O,0,0,0.6039083423866013,0.6039083423866013,0.0020890235900878906,CC(=O)Oc1ccccc1C(=O)O|AddA-48|Sub-110|MoveFG-6923_AddA-62|RmA-13
